what,kind,bundleId,bundleVersion,description,time
opened,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1285460086815
opened,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.VariableView",1285460087087
activated,perspective,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugPerspective",1285460087248
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.perspectives.showPerspective",1285460087268
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugPerspective",1285460087268
started,bundle,org.eclipse.wst.jsdt.debug.core,1.0.1.v201008170101,"org.eclipse.wst.jsdt.debug.core",1285460089412
opened,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.BreakpointView",1285460089512
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.BreakpointView",1285460089539
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.VariableView",1285460090178
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.BreakpointView",1285460090854
activated,editor,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1285460092243
executed,command,,,"AUTOGEN:::org.eclipse.wst.jsdt.debug.ui.togglebreakpoint/org.eclipse.wst.jsdt.debug.ui.RulerToggleBreakpoint",1285460093402
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1285460097237
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460098636
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460108270
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1285460108356
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1285460117444
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1285460117668
opened,editor,org.chromium.debug.ui,0.1.6.201008092223,"org.chromium.debug.ui.editors.JsEditor",1285460118105
activated,editor,org.chromium.debug.ui,0.1.6.201008092223,"org.chromium.debug.ui.editors.JsEditor",1285460131994
executed,command,,,"AUTOGEN:::org.chromium.debug.ui.editors.JsEditor.editorActions/org.chromium.debug.ui.editor.ruler.doubleClickBreakpointAction",1285460139914
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1285460141500
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1285460141604
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1285460143946
activated,editor,org.chromium.debug.ui,0.1.6.201008092223,"org.chromium.debug.ui.editors.JsEditor",1285460148028
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1285460154928
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1285460162112
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1285460162227
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1285460163283
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1285460163949
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepReturn",1285460165191
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepReturn",1285460166181
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1285460170733
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1285460172091
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1285460172775
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1285460173309
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1285460173878
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1285460174381
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepReturn",1285460176184
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepOver",1285460177087
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepReturn",1285460178279
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1285460180398
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1285460182199
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1285460182783
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1285460185291
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1285460186343
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1285460187063
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1285460187639
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1285460187884
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1285460188575
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepInto",1285460189337
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepReturn",1285460190896
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepReturn",1285460192124
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepReturn",1285460193125
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepReturn",1285460194117
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepReturn",1285460195268
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepReturn",1285460195997
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepReturn",1285460196588
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepReturn",1285460196989
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepReturn",1285460197350
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepReturn",1285460197655
activated,editor,org.chromium.debug.ui,0.1.6.201008092223,"org.chromium.debug.ui.editors.JsEditor",1285460199669
activated,editor,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1285460201439
executed,command,,,"AUTOGEN:::org.eclipse.wst.jsdt.debug.ui.togglebreakpoint/org.eclipse.wst.jsdt.debug.ui.RulerToggleBreakpoint",1285460212855
executed,command,,,"AUTOGEN:::org.eclipse.wst.jsdt.debug.ui.togglebreakpoint/org.eclipse.wst.jsdt.debug.ui.RulerToggleBreakpoint",1285460224022
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1285460225208
activated,editor,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1285460228575
executed,command,,,"AUTOGEN:::org.eclipse.wst.jsdt.debug.ui.togglebreakpoint/org.eclipse.wst.jsdt.debug.ui.RulerToggleBreakpoint",1285460230273
executed,command,,,"AUTOGEN:::org.eclipse.wst.jsdt.debug.ui.togglebreakpoint/org.eclipse.wst.jsdt.debug.ui.RulerToggleBreakpoint",1285460234313
executed,command,,,"AUTOGEN:::org.eclipse.wst.jsdt.debug.ui.togglebreakpoint/org.eclipse.wst.jsdt.debug.ui.RulerToggleBreakpoint",1285460235857
executed,command,,,"AUTOGEN:::org.eclipse.wst.jsdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.wst.jsdt.internal.ui.javaeditor.JavaSelectRulerAction",1285460236175
executed,command,,,"AUTOGEN:::org.eclipse.wst.jsdt.debug.ui.togglebreakpoint/org.eclipse.wst.jsdt.debug.ui.RulerToggleBreakpoint",1285460239323
executed,command,,,"AUTOGEN:::org.eclipse.wst.jsdt.debug.ui.togglebreakpoint/org.eclipse.wst.jsdt.debug.ui.RulerToggleBreakpoint",1285460241649
executed,command,,,"AUTOGEN:::org.eclipse.wst.jsdt.debug.ui.togglebreakpoint/org.eclipse.wst.jsdt.debug.ui.RulerToggleBreakpoint",1285460242304
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.BreakpointView",1285460244290
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1285460247627
activated,editor,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1285460251670
executed,command,,,"AUTOGEN:::org.eclipse.wst.jsdt.debug.ui.togglebreakpoint/org.eclipse.wst.jsdt.debug.ui.RulerToggleBreakpoint",1285460253122
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1285460283208
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1285460284986
executed,command,,,"AUTOGEN:::org.eclipse.wst.jsdt.debug.ui.togglebreakpoint/org.eclipse.wst.jsdt.debug.ui.RulerToggleBreakpoint",1285460289558
executed,command,,,"AUTOGEN:::org.eclipse.wst.jsdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.wst.jsdt.internal.ui.javaeditor.JavaSelectRulerAction",1285460289871
executed,command,,,"AUTOGEN:::org.eclipse.wst.jsdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.wst.jsdt.internal.ui.javaeditor.JavaSelectRulerAction",1285460290051
executed,command,,,"AUTOGEN:::org.eclipse.wst.jsdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.wst.jsdt.internal.ui.javaeditor.JavaSelectRulerAction",1285460290225
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1285460297084
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460304831
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460309294
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460309522
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460310941
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460314843
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460317292
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1285460317627
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1285460317736
closed,editor,org.chromium.debug.ui,0.1.6.201008092223,"org.chromium.debug.ui.editors.JsEditor",1285460317814
opened,editor,org.chromium.debug.ui,0.1.6.201008092223,"org.chromium.debug.ui.editors.JsEditor",1285460318002
activated,editor,org.chromium.debug.ui,0.1.6.201008092223,"org.chromium.debug.ui.editors.JsEditor",1285460320031
executed,command,,,"AUTOGEN:::org.chromium.debug.ui.editors.JsEditor.editorActions/org.chromium.debug.ui.editor.ruler.doubleClickBreakpointAction",1285460322214
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1285460323576
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1285460323678
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460327799
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460328987
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1285460329003
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460329569
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460349286
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460349898
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460368886
activated,editor,org.chromium.debug.ui,0.1.6.201008092223,"org.chromium.debug.ui.editors.JsEditor",1285460370203
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460374244
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460374975
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.window.activateEditor",1285460376558
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1285460381458
activated,editor,org.chromium.debug.ui,0.1.6.201008092223,"org.chromium.debug.ui.editors.JsEditor",1285460381979
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1285460388122
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460390584
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460394640
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1285460394667
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1285460396306
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1285460396442
closed,editor,org.chromium.debug.ui,0.1.6.201008092223,"org.chromium.debug.ui.editors.JsEditor",1285460396625
opened,editor,org.chromium.debug.ui,0.1.6.201008092223,"org.chromium.debug.ui.editors.JsEditor",1285460396809
activated,editor,org.chromium.debug.ui,0.1.6.201008092223,"org.chromium.debug.ui.editors.JsEditor",1285460397863
executed,command,,,"AUTOGEN:::org.chromium.debug.ui.editors.JsEditor.editorActions/org.chromium.debug.ui.editor.ruler.doubleClickBreakpointAction",1285460400751
executed,command,,,"AUTOGEN:::org.chromium.debug.ui.editors.JsEditor.editorActions/org.chromium.debug.ui.editor.ruler.doubleClickBreakpointAction",1285460402717
executed,command,,,"AUTOGEN:::org.chromium.debug.ui.editors.JsEditor.editorActions/org.chromium.debug.ui.editor.ruler.doubleClickBreakpointAction",1285460403576
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1285460404958
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1285460405008
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460406300
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460414538
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460414805
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460419090
activated,editor,org.chromium.debug.ui,0.1.6.201008092223,"org.chromium.debug.ui.editors.JsEditor",1285460419130
activated,editor,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1285460422134
activated,editor,org.chromium.debug.ui,0.1.6.201008092223,"org.chromium.debug.ui.editors.JsEditor",1285460422940
activated,editor,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1285460423581
closed,editor,org.chromium.debug.ui,0.1.6.201008092223,"org.chromium.debug.ui.editors.JsEditor",1285460423581
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1285460430917
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1285460442184
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460446253
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460451270
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460451509
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460453922
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1285460454274
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1285460454375
opened,editor,org.chromium.debug.ui,0.1.6.201008092223,"org.chromium.debug.ui.editors.JsEditor",1285460454569
activated,editor,org.chromium.debug.ui,0.1.6.201008092223,"org.chromium.debug.ui.editors.JsEditor",1285460456605
executed,command,,,"AUTOGEN:::org.chromium.debug.ui.editors.JsEditor.editorActions/org.chromium.debug.ui.editor.ruler.doubleClickBreakpointAction",1285460459548
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460461132
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460462178
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1285460463287
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1285460463358
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1285460467169
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460468937
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460471369
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460472512
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460483117
activated,editor,org.chromium.debug.ui,0.1.6.201008092223,"org.chromium.debug.ui.editors.JsEditor",1285460483153
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460484640
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460487875
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460493193
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460493754
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460495503
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460496766
activated,editor,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1285460496955
closed,editor,org.chromium.debug.ui,0.1.6.201008092223,"org.chromium.debug.ui.editors.JsEditor",1285460496956
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460502795
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460504159
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1285460504728
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460510676
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460514845
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1285460514876
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1285460516268
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1285460516415
opened,editor,org.chromium.debug.ui,0.1.6.201008092223,"org.chromium.debug.ui.editors.JsEditor",1285460516563
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1285460518289
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1285460518362
activated,editor,org.chromium.debug.ui,0.1.6.201008092223,"org.chromium.debug.ui.editors.JsEditor",1285460519323
executed,command,,,"AUTOGEN:::org.chromium.debug.ui.editors.JsEditor.editorActions/org.chromium.debug.ui.editor.ruler.doubleClickBreakpointAction",1285460523673
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460529324
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460533456
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1285460535245
activated,editor,org.chromium.debug.ui,0.1.6.201008092223,"org.chromium.debug.ui.editors.JsEditor",1285460536765
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.VariableView",1285460538805
activated,editor,org.chromium.debug.ui,0.1.6.201008092223,"org.chromium.debug.ui.editors.JsEditor",1285460549303
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.VariableView",1285460551386
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1285460565884
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Terminate",1285460565967
activated,editor,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1285460567590
activated,perspective,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui.JavaPerspective",1285460574540
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.perspectives.showPerspective",1285460574591
executed,command,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui.JavaPerspective",1285460574591
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1285460592241
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1285460684532
